"Method Name","Cyclomatic Complexity","Number Of Arguments","Variable Declarations","Variable References","Max depth of nesting","Halstead Length","Halstead Vocabulary","Halstead Volume","Halstead Difficulty","Halstead Effort","Halstead Bugs","Total depth of nesting","Number Of Casts","Number of loops","Number Of Operators","Number Of Operands","Class References","External Methods","Local Methods","Exceptions Referenced","Exceptions Thrown","Modifiers","Lines Of Code"
"spark/embeddedserver/EmbeddedServer.activeThreadCount:()I","2","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"spark/embeddedserver/EmbeddedServerFactory.create:(Lspark/route/Routes;Lspark/staticfiles/StaticFilesConfiguration;Z)Lspark/embeddedserver/EmbeddedServer;","2","3","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"spark/embeddedserver/EmbeddedServers$Identifiers.values:()[Lspark/embeddedserver/EmbeddedServers$Identifiers;","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","1","0","4","3","","","clone","","","public static","1"
"spark/embeddedserver/EmbeddedServers$Identifiers.valueOf:(Ljava/lang/String;)Lspark/embeddedserver/EmbeddedServers$Identifiers;","1","1","1","1","0","8","8","24.0","2.0","48.0","0.008","0","1","0","4","4","String","","valueOf","","","public static","1"
"spark/embeddedserver/EmbeddedServers$Identifiers.<init>:(Ljava/lang/String;I)V","1","2","0","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","","<init>","","","private","1"
"spark/embeddedserver/EmbeddedServers$Identifiers.<clinit>:()V","1","0","0","0","0","20","15","78.13781191217038","5.0","390.6890595608519","0.026045937304056792","0","2","0","13","7","","<init>","","","","static","2"
"spark/embeddedserver/EmbeddedServers.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","1"
"spark/embeddedserver/EmbeddedServers.initialize:()V","2","0","0","0","0","17","14","64.72503367497926","4.0","258.90013469991703","0.021575011224993085","0","1","0","10","7","","add","containsKey <init>","","","public static","3"
"spark/embeddedserver/EmbeddedServers.defaultIdentifier:()Lspark/embeddedserver/EmbeddedServers$Identifiers;","1","0","0","0","0","3","3","4.754887502163469","1.0","4.754887502163469","0.0015849625007211565","0","0","0","2","1","","","","","","public static","1"
"spark/embeddedserver/EmbeddedServers.create:(Ljava/lang/Object;Lspark/route/Routes;Lspark/staticfiles/StaticFilesConfiguration;Z)Lspark/embeddedserver/EmbeddedServer;","1","4","5","4","0","31","24","142.13383752235586","6.0","852.8030251341352","0.047377945840785286","0","2","0","17","14","Object StaticFilesConfiguration Routes EmbeddedServerFactory","","get create <init>","","RuntimeException","public static","4"
"spark/embeddedserver/EmbeddedServers.add:(Ljava/lang/Object;Lspark/embeddedserver/EmbeddedServerFactory;)V","1","2","2","2","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","Object EmbeddedServerFactory","","put","","","public static","2"
"spark/embeddedserver/EmbeddedServers.<clinit>:()V","1","0","0","0","0","8","8","24.0","2.0","48.0","0.008","0","1","0","5","3","","","<init>","","","static","1"
"spark/embeddedserver/jetty/EmbeddedJettyFactory.<init>:()V","1","0","0","0","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","1","0","8","6","","","<init>","","","public","3"
"spark/embeddedserver/jetty/EmbeddedJettyFactory.<init>:(Lspark/embeddedserver/jetty/JettyServerFactory;)V","1","1","1","1","0","11","8","33.0","2.0","66.0","0.011","0","0","0","6","5","JettyServerFactory","","<init>","","","public","3"
"spark/embeddedserver/jetty/EmbeddedJettyFactory.create:(Lspark/route/Routes;Lspark/staticfiles/StaticFilesConfiguration;Z)Lspark/embeddedserver/EmbeddedServer;","1","3","5","4","0","46","27","218.7248250995196","5.0","1093.624125497598","0.0729082750331732","0","3","0","26","20","JettyHandler StaticFilesConfiguration Routes MatcherFilter","","withThreadPool init <init>","","","public","4"
"spark/embeddedserver/jetty/EmbeddedJettyFactory.withThreadPool:(Lorg/eclipse/jetty/util/thread/ThreadPool;)Lspark/embeddedserver/jetty/EmbeddedJettyFactory;","1","1","1","1","0","9","6","23.264662506490403","1.0","23.264662506490403","0.007754887502163467","0","0","0","5","4","ThreadPool","","","","","public","2"
"spark/embeddedserver/jetty/EmbeddedJettyServer.<init>:(Lspark/embeddedserver/jetty/JettyServerFactory;Lorg/eclipse/jetty/server/Handler;)V","1","2","2","2","0","32","17","130.79881092001088","3.0","392.39643276003267","0.04359960364000363","0","0","0","17","15","Handler JettyServerFactory","","getClass getLogger <init>","","","public","6"
"spark/embeddedserver/jetty/EmbeddedJettyServer.configureWebSockets:(Ljava/util/Map;Ljava/util/Optional;)V","1","2","2","2","0","13","8","39.0","1.0","39.0","0.013","0","0","0","7","6","Optional Map","","","","","public","3"
"spark/embeddedserver/jetty/EmbeddedJettyServer.ignite:(Ljava/lang/String;ILspark/ssl/SslStores;III)I","10","6","15","10","0","340","82","2161.5676815701486","28.0","60523.89508396416","0.7205225605233828","0","6","0","187","153","HandlerList String ServletContextHandler Connector[] IOException List ServerConnector SslStores ServerSocket","","getServer add setConnectors setHandler getLocalPort valueOf start <init> error addSuppressed size toArray create getConnectors setHandlers createSocketConnector createSecureSocketConnector close info","Exception","","public","40"
"spark/embeddedserver/jetty/EmbeddedJettyServer.join:()V","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","join","InterruptedException","","public","2"
"spark/embeddedserver/jetty/EmbeddedJettyServer.extinguish:()V","2","0","1","1","0","43","23","194.51316411045156","5.0","972.5658205522577","0.06483772137015052","0","0","0","21","22","Exception","","exit stop error info","","","public","9"
"spark/embeddedserver/jetty/EmbeddedJettyServer.activeThreadCount:()I","1","0","0","0","0","25","13","92.5109929535273","8.0","740.0879436282185","0.030836997651175767","0","0","0","15","10","","","getThreadPool getIdleThreads getThreads","","","public","3"
"spark/embeddedserver/jetty/EmbeddedJettyServer.withThreadPool:(Lorg/eclipse/jetty/util/thread/ThreadPool;)Lspark/embeddedserver/jetty/EmbeddedJettyServer;","1","1","1","1","0","9","6","23.264662506490403","1.0","23.264662506490403","0.007754887502163467","0","0","0","5","4","ThreadPool","","","","","public","2"
"spark/embeddedserver/jetty/HttpRequestWrapper$CachedServletInputStream.<init>:(Lspark/embeddedserver/jetty/HttpRequestWrapper;)V","1","1","0","0","0","24","15","93.76537429460444","3.0","281.2961228838133","0.03125512476486815","0","1","0","13","11","","","access$000 <init>","","","public","3"
"spark/embeddedserver/jetty/HttpRequestWrapper$CachedServletInputStream.read:()I","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","read","","","public","1"
"spark/embeddedserver/jetty/HttpRequestWrapper$CachedServletInputStream.available:()I","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","available","","","public","1"
"spark/embeddedserver/jetty/HttpRequestWrapper$CachedServletInputStream.isFinished:()Z","2","0","0","0","0","9","9","28.529325012980813","3.0","85.58797503894243","0.009509775004326938","0","0","0","7","2","","available","","","","public","1"
"spark/embeddedserver/jetty/HttpRequestWrapper$CachedServletInputStream.isReady:()Z","2","0","0","0","0","9","9","28.529325012980813","3.0","85.58797503894243","0.009509775004326938","0","0","0","7","2","","available","","","","public","1"
"spark/embeddedserver/jetty/HttpRequestWrapper$CachedServletInputStream.setReadListener:(Ljavax/servlet/ReadListener;)V","1","1","1","1","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","ReadListener","","","","","public","1"
"spark/embeddedserver/jetty/HttpRequestWrapper.<init>:(Ljavax/servlet/http/HttpServletRequest;)V","1","1","1","1","0","12","9","38.03910001730775","2.0","76.0782000346155","0.012679700005769252","0","0","0","7","5","HttpServletRequest","","<init>","","","public","3"
"spark/embeddedserver/jetty/HttpRequestWrapper.notConsumed:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"spark/embeddedserver/jetty/HttpRequestWrapper.notConsumed:(Z)V","1","1","1","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","","","","public","2"
"spark/embeddedserver/jetty/HttpRequestWrapper.getInputStream:()Ljavax/servlet/ServletInputStream;","3","0","3","3","0","64","31","317.06856386476005","6.0","1902.4113831885602","0.10568952128825335","0","2","0","34","30","String HttpServletRequest","cacheInputStream","getRequest equals <init> getInputStream getHeader startsWith","IOException","","public","10"
"spark/embeddedserver/jetty/HttpRequestWrapper.cacheInputStream:()V","1","0","0","0","0","11","9","34.86917501586544","2.0","69.73835003173087","0.011623058338621813","0","0","0","6","5","","","toByteArray getInputStream","IOException","","private","2"
"spark/embeddedserver/jetty/HttpRequestWrapper.access$000:(Lspark/embeddedserver/jetty/HttpRequestWrapper;)[B","1","1","1","1","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","HttpRequestWrapper","","","","","static","1"
"spark/embeddedserver/jetty/JettyHandler.<init>:(Ljavax/servlet/Filter;)V","1","1","1","1","0","11","8","33.0","2.0","66.0","0.011","0","0","0","6","5","Filter","","<init>","","","public","3"
"spark/embeddedserver/jetty/JettyHandler.doHandle:(Ljava/lang/String;Lorg/eclipse/jetty/server/Request;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V","2","4","5","5","0","37","25","171.8226790216648","7.0","1202.7587531516538","0.057274226340554936","0","1","0","22","15","HttpServletResponse String Request HttpRequestWrapper HttpServletRequest","","setHandled doFilter notConsumed <init>","IOException ServletException","","public","6"
"spark/embeddedserver/jetty/JettyServer.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","","1"
"spark/embeddedserver/jetty/JettyServer.create:(III)Lorg/eclipse/jetty/server/Server;","4","3","8","2","0","55","24","252.17293753966362","5.0","1260.864687698318","0.08405764584655454","0","3","0","32","23","Server","","<init>","","","public","8"
"spark/embeddedserver/jetty/JettyServer.create:(Lorg/eclipse/jetty/util/thread/ThreadPool;)Lorg/eclipse/jetty/server/Server;","2","1","1","1","0","17","10","56.472777613085164","6.0","338.836665678511","0.01882425920436172","0","2","0","11","6","ThreadPool","","<init>","","","public","1"
"spark/embeddedserver/jetty/JettyServerFactory.create:(III)Lorg/eclipse/jetty/server/Server;","2","3","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"spark/embeddedserver/jetty/JettyServerFactory.create:(Lorg/eclipse/jetty/util/thread/ThreadPool;)Lorg/eclipse/jetty/server/Server;","2","1","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"spark/embeddedserver/jetty/SocketConnectorFactory.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","1"
"spark/embeddedserver/jetty/SocketConnectorFactory.createSocketConnector:(Lorg/eclipse/jetty/server/Server;Ljava/lang/String;I)Lorg/eclipse/jetty/server/ServerConnector;","1","3","5","4","0","42","25","195.04195997053841","6.0","1170.2517598232305","0.06501398665684614","0","2","0","23","19","String Server ServerConnector HttpConnectionFactory","initializeConnector createHttpConnectionFactory","notNull <init>","","","public static","6"
"spark/embeddedserver/jetty/SocketConnectorFactory.createSecureSocketConnector:(Lorg/eclipse/jetty/server/Server;Ljava/lang/String;ILspark/ssl/SslStores;)Lorg/eclipse/jetty/server/ServerConnector;","5","4","7","6","0","114","43","618.5941820360391","7.0","4330.1592742522735","0.2061980606786797","0","3","0","62","52","String Server SslContextFactory ServerConnector SslStores HttpConnectionFactory","initializeConnector createHttpConnectionFactory","trustStorePassword setKeyStorePassword keystorePassword trustStoreFile setTrustStorePath setWantClientAuth notNull needsClientCert keystoreFile setTrustStorePassword <init> setNeedClientAuth","","","public static","17"
"spark/embeddedserver/jetty/SocketConnectorFactory.initializeConnector:(Lorg/eclipse/jetty/server/ServerConnector;Ljava/lang/String;I)V","1","3","3","2","0","27","16","108.0","3.0","324.0","0.036","0","0","0","15","12","String ServerConnector","","setHost setSoLingerTime toMillis setIdleTimeout setPort","","","private static","5"
"spark/embeddedserver/jetty/SocketConnectorFactory.createHttpConnectionFactory:()Lorg/eclipse/jetty/server/HttpConnectionFactory;","1","0","1","1","0","29","17","118.53642239625987","3.0","355.6092671887796","0.03951214079875329","0","3","0","16","13","HttpConfiguration","","addCustomizer <init> setSecureScheme","","","private static","4"
"spark/embeddedserver/jetty/websocket/WebSocketCreatorFactory$SparkWebSocketCreator.<init>:(Ljava/lang/Object;)V","1","1","1","1","0","14","11","48.43204266092217","2.0","96.86408532184434","0.016144014220307392","0","0","0","7","7","Object","","requireNonNull <init>","","","private","3"
"spark/embeddedserver/jetty/websocket/WebSocketCreatorFactory$SparkWebSocketCreator.createWebSocket:(Lorg/eclipse/jetty/websocket/servlet/ServletUpgradeRequest;Lorg/eclipse/jetty/websocket/servlet/ServletUpgradeResponse;)Ljava/lang/Object;","1","2","2","2","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","ServletUpgradeResponse ServletUpgradeRequest","","","","","public","1"
"spark/embeddedserver/jetty/websocket/WebSocketCreatorFactory$SparkWebSocketCreator.getHandler:()Ljava/lang/Object;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","","1"
"spark/embeddedserver/jetty/websocket/WebSocketCreatorFactory$SparkWebSocketCreator.<init>:(Ljava/lang/Object;Lspark/embeddedserver/jetty/websocket/WebSocketCreatorFactory$1;)V","1","2","2","2","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","Object WebSocketCreatorFactory$1","<init>","","","","","1"
"spark/embeddedserver/jetty/websocket/WebSocketCreatorFactory.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","1"
"spark/embeddedserver/jetty/websocket/WebSocketCreatorFactory.create:(Lspark/embeddedserver/jetty/websocket/WebSocketHandlerWrapper;)Lorg/eclipse/jetty/websocket/servlet/WebSocketCreator;","1","1","1","1","0","11","11","38.053747805010275","3.0","114.16124341503082","0.012684582601670092","0","1","0","7","4","WebSocketHandlerWrapper","","getHandler <init>","","","public static","1"
"spark/embeddedserver/jetty/websocket/WebSocketHandlerClassWrapper.<init>:(Ljava/lang/Class;)V","1","1","1","1","0","21","13","77.70923408096293","3.0","233.1277022428888","0.025903078026987644","0","0","0","11","10","Class","","validateHandlerClass requireNonNull <init>","","","public","5"
"spark/embeddedserver/jetty/websocket/WebSocketHandlerClassWrapper.getHandler:()Ljava/lang/Object;","0","0","1","1","0","18","16","72.0","4.0","288.0","0.024","0","1","0","10","8","ReflectiveOperationException","","newInstance <init>","","RuntimeException","public","3"
"spark/embeddedserver/jetty/websocket/WebSocketHandlerInstanceWrapper.<init>:(Ljava/lang/Object;)V","1","1","1","1","0","23","15","89.85848369899593","3.0","269.57545109698776","0.02995282789966531","0","0","0","12","11","Object","","getClass validateHandlerClass requireNonNull <init>","","","public","5"
"spark/embeddedserver/jetty/websocket/WebSocketHandlerInstanceWrapper.getHandler:()Ljava/lang/Object;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"spark/embeddedserver/jetty/websocket/WebSocketHandlerWrapper.getHandler:()Ljava/lang/Object;","2","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"spark/embeddedserver/jetty/websocket/WebSocketHandlerWrapper.validateHandlerClass:(Ljava/lang/Class;)V","3","1","2","1","0","28","23","126.65973476959637","7.0","886.6181433871745","0.042219911589865454","0","1","0","17","11","Class","","isAnnotationPresent <init> isAssignableFrom","","IllegalArgumentException","public static","5"
"spark/embeddedserver/jetty/websocket/WebSocketServletContextHandlerFactory.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","1"
"spark/embeddedserver/jetty/websocket/WebSocketServletContextHandlerFactory.create:(Ljava/util/Map;Ljava/util/Optional;)Lorg/eclipse/jetty/servlet/ServletContextHandler;","4","2","8","8","0","121","56","702.6899455689702","9.0","6324.2095101207315","0.2342299818563234","0","6","1","66","55","String WebSocketUpgradeFilter ServletContextHandler Optional Exception Map WebSocketCreator NativeWebSocketConfiguration","","next getName getServletContext addMapping intValue isPresent hasNext <init> getFactory getPolicy error iterator getAttribute configureContext get create setIdleTimeout keySet","","","public static","17"
"spark/embeddedserver/jetty/websocket/WebSocketServletContextHandlerFactory.<clinit>:()V","1","0","0","0","0","6","6","15.509775004326936","1.0","15.509775004326936","0.005169925001442312","0","0","0","3","3","","","getLogger","","","static","1"
"spark/embeddedserver/NotSupportedException.raise:(Ljava/lang/String;Ljava/lang/String;)V","1","2","2","2","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","1","0","6","4","String","<init>","","","NotSupportedException","public static","1"
"spark/embeddedserver/NotSupportedException.<init>:(Ljava/lang/String;Ljava/lang/String;)V","1","2","2","2","0","29","16","116.0","3.0","348.0","0.03866666666666667","0","1","0","14","15","String","","toString <init> append","","RuntimeException","private","2"
"spark/ExceptionHandler.handle:(Ljava/lang/Exception;Lspark/Request;Lspark/Response;)V","2","3","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"spark/ExceptionHandlerImpl.<init>:(Ljava/lang/Class;)V","1","1","1","1","0","11","8","33.0","2.0","66.0","0.011","0","0","0","6","5","Class","","<init>","","","public","3"
"spark/ExceptionHandlerImpl.exceptionClass:()Ljava/lang/Class;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"spark/ExceptionHandlerImpl.exceptionClass:(Ljava/lang/Class;)V","1","1","1","1","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","Class","","","","","public","2"
"spark/ExceptionHandlerImpl.handle:(Ljava/lang/Exception;Lspark/Request;Lspark/Response;)V","2","3","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"spark/ExceptionMapper.getInstance:()Lspark/ExceptionMapper;","2","0","0","0","0","13","10","43.18506523353572","3.0","129.55519570060716","0.014395021744511906","0","1","0","8","5","","<init>","","","ExceptionMapper","public static synchronized","3"
"spark/ExceptionMapper.<init>:()V","1","0","0","0","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","1","0","8","6","","","<init>","","","public","3"
"spark/ExceptionMapper.map:(Ljava/lang/Class;Lspark/ExceptionHandlerImpl;)V","1","2","2","2","0","12","10","39.863137138648355","2.0","79.72627427729671","0.013287712379549451","0","0","0","7","5","ExceptionHandlerImpl Class","","put","","","public","2"
"spark/ExceptionMapper.getHandler:(Ljava/lang/Class;)Lspark/ExceptionHandlerImpl;","2","1","3","3","0","82","22","365.67339272825836","18.0","6582.121069108651","0.12189113090941946","0","2","1","46","36","ExceptionHandlerImpl Class","","containsKey get put getSuperclass","","","public","11"
"spark/ExceptionMapper.getHandler:(Ljava/lang/Exception;)Lspark/ExceptionHandlerImpl;","1","1","1","1","0","9","7","25.26619429851844","1.0","25.26619429851844","0.008422064766172813","0","0","0","5","4","Exception","getHandler","getClass","","ExceptionMapper","public","1"
"spark/ExceptionMapper.clear:()V","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","clear","","","public","2"
"spark/Experimental.value:()Ljava/lang/String;","2","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"spark/Filter.handle:(Lspark/Request;Lspark/Response;)V","2","2","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","Exception","","public abstract","1"
"spark/FilterImpl$1.<init>:(Ljava/lang/String;Ljava/lang/String;Lspark/Filter;Lspark/Filter;)V","1","4","3","3","0","17","11","58.81033751683406","2.0","117.62067503366812","0.019603445838944685","0","0","0","9","8","String Filter","","<init>","","","","1"
"spark/FilterImpl$1.handle:(Lspark/Request;Lspark/Response;)V","1","2","2","2","0","11","9","34.86917501586544","2.0","69.73835003173087","0.011623058338621813","0","0","0","6","5","Request Response","","handle","Exception","","public","2"
"spark/FilterImpl.withPrefix:(Ljava/lang/String;)Lspark/FilterImpl;","1","1","1","1","0","24","15","93.76537429460444","4.0","375.06149717841777","0.03125512476486815","0","1","0","13","11","String","","toString <init> append","","","public","2"
"spark/FilterImpl.create:(Ljava/lang/String;Lspark/Filter;)Lspark/FilterImpl;","1","2","2","2","0","8","7","22.458839376460833","1.0","22.458839376460833","0.007486279792153611","0","0","0","4","4","String Filter","create","","","","static","1"
"spark/FilterImpl.create:(Ljava/lang/String;Ljava/lang/String;Lspark/Filter;)Lspark/FilterImpl;","2","3","3","3","0","20","13","74.00879436282185","3.0","222.02638308846554","0.024669598120940616","0","1","0","11","9","String Filter","","<init>","","","static","3"
"spark/FilterImpl.<init>:(Ljava/lang/String;Ljava/lang/String;)V","1","2","2","2","0","17","10","56.472777613085164","2.0","112.94555522617033","0.01882425920436172","0","0","0","9","8","String","","<init>","","","protected","4"
"spark/FilterImpl.<init>:(Ljava/lang/String;Ljava/lang/String;Lspark/Filter;)V","1","3","3","3","0","15","10","49.82892142331044","2.0","99.65784284662088","0.016609640474436815","0","0","0","8","7","String Filter","<init>","","","","protected","3"
"spark/FilterImpl.handle:(Lspark/Request;Lspark/Response;)V","2","2","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","Exception","","public abstract","1"
"spark/FilterImpl.getAcceptType:()Ljava/lang/String;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"spark/FilterImpl.getPath:()Ljava/lang/String;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"spark/FilterImpl.delegate:()Ljava/lang/Object;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"spark/globalstate/ServletFlag.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","1"
"spark/globalstate/ServletFlag.runFromServlet:()V","1","0","0","0","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","0","0","4","2","","","set","","","public static","2"
"spark/globalstate/ServletFlag.isRunningFromServlet:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","get","","","public static","1"
"spark/globalstate/ServletFlag.<clinit>:()V","1","0","0","0","0","9","9","28.529325012980813","3.0","85.58797503894243","0.009509775004326938","0","1","0","6","3","","","<init>","","","static","1"
"spark/HaltException.<init>:()V","1","0","0","0","0","16","11","55.350905898196764","3.0","166.05271769459029","0.018450301966065587","0","0","0","9","7","","","<init>","","RuntimeException","","4"
