"Method Name","Cyclomatic Complexity","Number Of Arguments","Variable Declarations","Variable References","Max depth of nesting","Halstead Length","Halstead Vocabulary","Halstead Volume","Halstead Difficulty","Halstead Effort","Halstead Bugs","Total depth of nesting","Number Of Casts","Number of loops","Number Of Operators","Number Of Operands","Class References","External Methods","Local Methods","Exceptions Referenced","Exceptions Thrown","Modifiers","Lines Of Code"
"org/zeroturnaround/zip/commons/FileExistsException.<init>:(Ljava/lang/String;)V","1","1","1","1","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","String","","<init>","","IOException","public","2"
"org/zeroturnaround/zip/commons/FileExistsException.<init>:(Ljava/io/File;)V","1","1","1","1","0","22","15","85.95159310338741","3.0","257.85477931016226","0.02865053103446247","0","1","0","11","11","File","","toString <init> append","","IOException","public","2"
"org/zeroturnaround/zip/commons/FilenameUtils.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","2"
"org/zeroturnaround/zip/commons/FilenameUtils.isSystemWindows:()Z","2","0","0","0","0","9","9","28.529325012980813","3.0","85.58797503894243","0.009509775004326938","0","0","0","7","2","","","","","","static","1"
"org/zeroturnaround/zip/commons/FilenameUtils.isSeparator:(C)Z","3","1","1","0","0","14","11","48.43204266092217","4.0","193.72817064368869","0.016144014220307392","0","0","0","10","4","","","","","","private static","1"
"org/zeroturnaround/zip/commons/FilenameUtils.getPrefixLength:(Ljava/lang/String;)I","14","1","8","1","0","249","39","1316.0651524967","40.0","52642.606099868","0.43868838416556666","0","0","0","165","84","String","isSeparator","min length toUpperCase indexOf charAt","","","public static","37"
"org/zeroturnaround/zip/commons/FilenameUtils.<clinit>:()V","1","0","0","0","0","13","12","46.604512509375034","3.0","139.8135375281251","0.015534837503125011","0","0","0","7","6","","","valueOf toString","","","static","2"
"org/zeroturnaround/zip/commons/FileUtils.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","2"
"org/zeroturnaround/zip/commons/FileUtils.copy:(Ljava/io/File;Ljava/io/OutputStream;)V","0","2","3","3","0","36","20","155.58941141594505","5.0","777.9470570797253","0.05186313713864835","0","2","0","21","15","File FileInputStream OutputStream","","copy closeQuietly <init>","IOException","","public static","6"
"org/zeroturnaround/zip/commons/FileUtils.copy:(Ljava/io/InputStream;Ljava/io/File;)V","0","2","3","3","0","36","20","155.58941141594505","5.0","777.9470570797253","0.05186313713864835","0","2","0","21","15","File InputStream OutputStream","","copy closeQuietly <init>","IOException","","public static","6"
"org/zeroturnaround/zip/commons/FileUtils.getTempFileFor:(Ljava/io/File;)Ljava/io/File;","2","1","5","4","0","53","27","252.00903761466387","6.0","1512.0542256879833","0.08400301253822129","0","2","1","28","25","String File","","getName getParentFile exists toString <init> append","","","public static","6"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","2"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.openInputStream:(Ljava/io/File;)Ljava/io/FileInputStream;","1","1","1","1","0","92","27","437.4496501990392","8.0","3499.5972015923135","0.1458165500663464","0","7","0","50","42","File","","canRead exists toString <init> isDirectory append","IOException","FileNotFoundException IOException ","public static","7"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.openOutputStream:(Ljava/io/File;)Ljava/io/FileOutputStream;","1","1","1","1","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","0","0","4","2","File","openOutputStream","","IOException","","public static","1"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.openOutputStream:(Ljava/io/File;Z)Ljava/io/FileOutputStream;","4","2","3","2","0","113","33","570.0165354875053","12.0","6840.198425850063","0.19000551182916842","0","7","0","62","51","File","","mkdirs getParentFile exists toString canWrite <init> isDirectory append","IOException","IOException","public static","10"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.contentEquals:(Ljava/io/File;Ljava/io/File;)Z","1","2","5","4","0","118","37","614.7154971442161","18.0","11064.87894859589","0.2049051657147387","0","3","0","70","48","File InputStream","","getCanonicalFile equals contentEquals length exists closeQuietly <init> isDirectory","IOException","IOException","public static","20"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.copyFileToDirectory:(Ljava/io/File;Ljava/io/File;)V","1","2","2","2","0","8","7","22.458839376460833","2.0","44.91767875292167","0.007486279792153611","0","0","0","5","3","File","copyFileToDirectory","","IOException","","public static","2"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.copyFileToDirectory:(Ljava/io/File;Ljava/io/File;Z)V","2","3","4","3","0","65","34","330.6850846812721","6.0","1984.1105080876325","0.11022836156042402","0","4","0","36","29","File","copyFile","getName exists toString <init> isDirectory append","IOException","NullPointerException IllegalArgumentException ","public static","7"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.copyFile:(Ljava/io/File;Ljava/io/File;)V","1","2","2","2","0","8","7","22.458839376460833","2.0","44.91767875292167","0.007486279792153611","0","0","0","5","3","File","copyFile","","IOException","","public static","2"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.copyFile:(Ljava/io/File;Ljava/io/File;Z)V","4","3","4","3","0","201","46","1110.2359531674597","14.0","15543.303344344436","0.3700786510558199","0","12","0","109","92","File","doCopyFile","getCanonicalPath equals mkdirs getParentFile exists toString canWrite <init> append isDirectory","IOException","FileNotFoundException  NullPointerException  IOException  ","public static","18"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.doCopyFile:(Ljava/io/File;Ljava/io/File;Z)V","4","3","10","6","0","217","59","1276.5335417115195","22.0","28083.73791765343","0.4255111805705065","0","6","1","121","96","File FileInputStream FileChannel FileOutputStream","","transferFrom size getChannel length exists toString closeQuietly lastModified <init> isDirectory append setLastModified","IOException","IOException","private static","30"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.copyDirectory:(Ljava/io/File;Ljava/io/File;)V","1","2","2","2","0","8","7","22.458839376460833","2.0","44.91767875292167","0.007486279792153611","0","0","0","5","3","File","copyDirectory","","IOException","","public static","2"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.copyDirectory:(Ljava/io/File;Ljava/io/File;Z)V","1","3","3","2","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","File","copyDirectory","","IOException","","public static","2"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.copyDirectory:(Ljava/io/File;Ljava/io/File;Ljava/io/FileFilter;Z)V","6","4","8","7","0","227","66","1372.077465094369","24.0","32929.85916226485","0.45735915503145635","0","10","1","126","101","File File[] List FileFilter","doCopyDirectory","add getCanonicalPath getName equals exists toString <init> listFiles append isDirectory startsWith","IOException","FileNotFoundException  NullPointerException  IOException  ","public static","21"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.doCopyDirectory:(Ljava/io/File;Ljava/io/File;Ljava/io/FileFilter;ZLjava/util/List;)V","9","5","8","7","1","225","59","1323.5946861064144","22.0","29119.083094341117","0.44119822870213815","1","9","1","125","100","File File[] List FileFilter","doCopyFile doCopyDirectory","getCanonicalPath getName canWrite <init> contains mkdirs exists toString lastModified listFiles append isDirectory setLastModified","IOException","IOException","private static","20"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.deleteDirectory:(Ljava/io/File;)V","2","1","2","2","0","48","24","220.07820003461552","5.0","1100.3910001730776","0.07335940001153851","0","2","0","27","21","String File","isSymlink cleanDirectory","exists toString <init> delete append","IOException","IOException","public static","8"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.deleteQuietly:(Ljava/io/File;)Z","1","1","2","2","0","26","14","98.9912279734977","4.0","395.9649118939908","0.0329970759911659","0","0","0","17","9","File Exception","cleanDirectory","delete isDirectory","","","public static","9"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.cleanDirectory:(Ljava/io/File;)V","2","1","7","7","0","137","44","747.9421317533097","20.0","14958.842635066194","0.2493140439177699","0","6","1","78","59","String File IOException File[]","forceDelete","exists toString <init> listFiles append isDirectory","IOException","IllegalArgumentException IOException ","public static","19"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.readFileToString:(Ljava/io/File;Ljava/lang/String;)Ljava/lang/String;","0","2","3","3","0","33","14","125.64271242790092","3.0","376.92813728370277","0.04188090414263364","0","0","0","18","15","String File InputStream","openInputStream","toString closeQuietly","IOException","","public static","4"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.readFileToString:(Ljava/io/File;)Ljava/lang/String;","1","1","1","1","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","0","0","4","2","File","readFileToString","","IOException","","public static","1"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.forceDelete:(Ljava/io/File;)V","2","1","3","2","0","69","31","341.8395454166944","7.0","2392.876817916861","0.11394651513889814","0","4","0","39","30","String File","deleteDirectory","exists toString <init> delete isDirectory append","IOException","FileNotFoundException IOException ","public static","9"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.forceDeleteOnExit:(Ljava/io/File;)V","2","1","1","1","0","15","10","49.82892142331044","3.0","149.4867642699313","0.016609640474436815","0","0","0","9","6","File","deleteDirectoryOnExit","isDirectory deleteOnExit","IOException","","public static","4"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.deleteDirectoryOnExit:(Ljava/io/File;)V","2","1","1","1","0","20","10","66.43856189774725","2.0","132.8771237954945","0.02214618729924908","0","0","0","12","8","File","cleanDirectoryOnExit isSymlink","exists deleteOnExit","IOException","","private static","6"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.cleanDirectoryOnExit:(Ljava/io/File;)V","2","1","7","7","0","137","44","747.9421317533097","20.0","14958.842635066194","0.2493140439177699","0","6","1","78","59","String File IOException File[]","forceDeleteOnExit","exists toString <init> listFiles append isDirectory","IOException","IllegalArgumentException IOException ","private static","19"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.forceMkdir:(Ljava/io/File;)V","3","1","3","3","0","75","25","348.2892142331043","10.0","3482.892142331043","0.1160964047443681","0","4","0","41","34","String File","","mkdirs exists toString <init> isDirectory append","IOException","IOException","public static","9"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.sizeOf:(Ljava/io/File;)J","1","1","2","2","0","44","24","201.7383500317309","5.0","1008.6917501586545","0.06724611667724363","0","2","0","25","19","String File","sizeOfDirectory","length exists toString <init> append isDirectory","","IllegalArgumentException","public static","6"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.sizeOfDirectory:(Ljava/io/File;)J","2","1","6","5","0","112","42","603.9395513512212","22.0","13286.670129726866","0.2013131837837404","0","4","1","64","48","String File File[]","sizeOf","exists toString <init> listFiles append isDirectory","","IllegalArgumentException","public static","14"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.moveDirectory:(Ljava/io/File;Ljava/io/File;)V","2","2","3","2","0","199","47","1105.36318148385","12.0","13264.3581778062","0.36845439382795","0","12","0","107","92","File","copyDirectory deleteDirectory","getCanonicalPath renameTo exists toString <init> append isDirectory startsWith","IOException","FileExistsException   FileNotFoundException   NullPointerException   IOException   ","public static","19"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.moveFile:(Ljava/io/File;Ljava/io/File;)V","2","2","3","2","0","190","45","1043.4520883026382","14.0","14608.329236236936","0.3478173627675461","0","12","0","103","87","File","copyFile","renameTo exists toString <init> delete append isDirectory deleteQuietly","IOException","FileExistsException   FileNotFoundException   NullPointerException   IOException   ","public static","19"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.isSymlink:(Ljava/io/File;)Z","2","1","3","3","0","64","30","314.0409981189452","7.0","2198.2869868326165","0.10468033270631506","0","2","0","39","25","File","","getParent getName isSystemWindows getCanonicalFile equals getParentFile getAbsoluteFile <init>","IOException","NullPointerException","public static","12"
"org/zeroturnaround/zip/commons/FileUtilsV2_2.<clinit>:()V","1","0","0","0","0","25","15","97.67226489021297","3.0","293.0167946706389","0.03255742163007099","0","1","0","12","13","","","valueOf multiply","","","static","3"
"org/zeroturnaround/zip/commons/IOUtils.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","2"
"org/zeroturnaround/zip/commons/IOUtils.closeQuietly:(Ljava/io/InputStream;)V","1","1","1","1","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","InputStream","closeQuietly","","","","public static","2"
"org/zeroturnaround/zip/commons/IOUtils.closeQuietly:(Ljava/io/OutputStream;)V","1","1","1","1","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","OutputStream","closeQuietly","","","","public static","2"
"org/zeroturnaround/zip/commons/IOUtils.closeQuietly:(Ljava/io/Closeable;)V","2","1","1","1","0","11","9","34.86917501586544","3.0","104.60752504759631","0.011623058338621813","0","0","0","7","4","Closeable","","close","","","public static","5"
"org/zeroturnaround/zip/commons/IOUtils.toByteArray:(Ljava/io/InputStream;)[B","1","1","2","2","0","19","15","74.23092131656186","4.0","296.92368526624745","0.024743640438853954","0","1","0","11","8","InputStream ByteArrayOutputStream","copy","toByteArray <init>","IOException","","public static","3"
"org/zeroturnaround/zip/commons/IOUtils.toString:(Ljava/io/InputStream;Ljava/lang/String;)Ljava/lang/String;","1","2","3","3","0","20","15","78.13781191217038","4.0","312.5512476486815","0.026045937304056792","0","1","0","11","9","String InputStream StringBuilderWriter","copy","toString <init>","IOException","","public static","3"
"org/zeroturnaround/zip/commons/IOUtils.copy:(Ljava/io/InputStream;Ljava/io/OutputStream;)I","1","2","3","2","0","19","14","72.33974351909447","4.0","289.3589740763779","0.024113247839698156","0","0","0","12","7","InputStream OutputStream","copyLarge","","IOException","","public static","4"
"org/zeroturnaround/zip/commons/IOUtils.copyLarge:(Ljava/io/InputStream;Ljava/io/OutputStream;)J","1","2","2","2","0","11","10","36.541209043760986","2.0","73.08241808752197","0.012180403014586996","0","0","0","6","5","InputStream OutputStream","copyLarge","","IOException","","public static","1"
"org/zeroturnaround/zip/commons/IOUtils.copyLarge:(Ljava/io/InputStream;Ljava/io/OutputStream;[B)J","2","3","5","3","0","38","22","169.4584015082173","14.0","2372.417621115042","0.05648613383607243","0","0","1","24","14","InputStream byte[] OutputStream","","read write","IOException","","public static","6"
"org/zeroturnaround/zip/commons/IOUtils.copy:(Ljava/io/InputStream;Ljava/io/Writer;)V","1","2","3","3","0","17","14","64.72503367497926","4.0","258.90013469991703","0.021575011224993085","0","1","0","10","7","InputStream InputStreamReader Writer","copy","<init>","IOException","","public static","3"
"org/zeroturnaround/zip/commons/IOUtils.copy:(Ljava/io/InputStream;Ljava/io/Writer;Ljava/lang/String;)V","2","3","4","4","0","29","17","118.53642239625987","5.0","592.6821119812994","0.03951214079875329","0","1","0","17","12","String InputStream InputStreamReader Writer","copy","<init>","IOException","","public static","5"
"org/zeroturnaround/zip/commons/IOUtils.copy:(Ljava/io/Reader;Ljava/io/Writer;)I","1","2","3","2","0","19","14","72.33974351909447","4.0","289.3589740763779","0.024113247839698156","0","0","0","12","7","Reader Writer","copyLarge","","IOException","","public static","4"
"org/zeroturnaround/zip/commons/IOUtils.copyLarge:(Ljava/io/Reader;Ljava/io/Writer;)J","1","2","2","2","0","11","10","36.541209043760986","2.0","73.08241808752197","0.012180403014586996","0","0","0","6","5","Reader Writer","copyLarge","","IOException","","public static","1"
"org/zeroturnaround/zip/commons/IOUtils.copyLarge:(Ljava/io/Reader;Ljava/io/Writer;[C)J","2","3","5","3","0","38","22","169.4584015082173","14.0","2372.417621115042","0.05648613383607243","0","0","1","24","14","Reader char[] Writer","","read write","IOException","","public static","6"
"org/zeroturnaround/zip/commons/IOUtils.contentEquals:(Ljava/io/InputStream;Ljava/io/InputStream;)Z","5","2","5","2","0","72","24","330.1173000519233","32.0","10563.753601661545","0.11003910001730775","0","4","1","44","28","InputStream","","read <init>","IOException","","public static","13"
"org/zeroturnaround/zip/commons/IOUtils.<clinit>:()V","1","0","2","2","0","36","22","160.5395382709427","5.0","802.6976913547135","0.05351317942364757","0","2","0","20","16","PrintWriter StringBuilderWriter","","println toString <init> close","","","static","7"
"org/zeroturnaround/zip/commons/StringBuilderWriter.<init>:()V","1","0","0","0","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","1","0","8","6","","","<init>","","","public","3"
"org/zeroturnaround/zip/commons/StringBuilderWriter.<init>:(I)V","1","1","1","0","0","16","13","59.207035490257475","3.0","177.62110647077242","0.019735678496752493","0","1","0","9","7","","","<init>","","","public","3"
"org/zeroturnaround/zip/commons/StringBuilderWriter.<init>:(Ljava/lang/StringBuilder;)V","2","1","1","1","0","20","14","76.14709844115208","4.0","304.5883937646083","0.025382366147050694","0","1","0","12","8","StringBuilder","","<init>","","","public","3"
"org/zeroturnaround/zip/commons/StringBuilderWriter.append:(C)Ljava/io/Writer;","1","1","1","0","0","12","10","39.863137138648355","3.0","119.58941141594507","0.013287712379549451","0","0","0","7","5","","","append","","","public","2"
"org/zeroturnaround/zip/commons/StringBuilderWriter.append:(Ljava/lang/CharSequence;)Ljava/io/Writer;","1","1","1","1","0","12","9","38.03910001730775","2.0","76.0782000346155","0.012679700005769252","0","0","0","7","5","CharSequence","","append","","","public","2"
"org/zeroturnaround/zip/commons/StringBuilderWriter.append:(Ljava/lang/CharSequence;II)Ljava/io/Writer;","1","3","3","1","0","16","12","57.359400011538504","3.0","172.07820003461552","0.01911980000384617","0","0","0","9","7","CharSequence","","append","","","public","2"
"org/zeroturnaround/zip/commons/StringBuilderWriter.close:()V","1","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public","1"
"org/zeroturnaround/zip/commons/StringBuilderWriter.flush:()V","1","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public","1"
"org/zeroturnaround/zip/commons/StringBuilderWriter.write:(Ljava/lang/String;)V","2","1","1","1","0","13","10","43.18506523353572","3.0","129.55519570060716","0.014395021744511906","0","0","0","8","5","String","","append","","","public","3"
"org/zeroturnaround/zip/commons/StringBuilderWriter.write:([CII)V","2","3","3","1","0","17","13","62.907475208398566","3.0","188.72242562519568","0.02096915840279952","0","0","0","10","7","char[]","","append","","","public","3"
"org/zeroturnaround/zip/commons/StringBuilderWriter.getBuilder:()Ljava/lang/StringBuilder;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/zeroturnaround/zip/commons/StringBuilderWriter.toString:()Ljava/lang/String;","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","toString","","","public","1"
"org/zeroturnaround/zip/commons/StringBuilderWriter.append:(C)Ljava/lang/Appendable;","1","1","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","append","","IOException","","public volatile","1"
"org/zeroturnaround/zip/commons/StringBuilderWriter.append:(Ljava/lang/CharSequence;II)Ljava/lang/Appendable;","1","3","0","0","0","11","9","34.86917501586544","2.0","69.73835003173087","0.011623058338621813","0","0","0","6","5","","append","","IOException","","public volatile","1"
"org/zeroturnaround/zip/commons/StringBuilderWriter.append:(Ljava/lang/CharSequence;)Ljava/lang/Appendable;","1","1","0","0","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","","append","","IOException","","public volatile","1"
"org/zeroturnaround/zip/extra/AsiExtraField.<init>:()V","1","0","0","0","0","79","33","398.5071354293178","4.0","1594.0285417172713","0.1328357118097726","0","1","0","41","38","","","<init>","","","public","15"
"org/zeroturnaround/zip/extra/AsiExtraField.getHeaderId:()Lorg/zeroturnaround/zip/extra/ZipShort;","1","0","0","0","0","3","3","4.754887502163469","1.0","4.754887502163469","0.0015849625007211565","0","0","0","2","1","","","","","","public","1"
"org/zeroturnaround/zip/extra/AsiExtraField.getLocalFileDataLength:()Lorg/zeroturnaround/zip/extra/ZipShort;","1","0","0","0","0","16","15","62.5102495297363","4.0","250.0409981189452","0.020836749843245433","0","1","0","10","6","","getLinkedFile","<init> getBytes","","","public","2"
"org/zeroturnaround/zip/extra/AsiExtraField.getCentralDirectoryLength:()Lorg/zeroturnaround/zip/extra/ZipShort;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","getLocalFileDataLength","","","","public","1"
"org/zeroturnaround/zip/extra/AsiExtraField.getLocalFileDataData:()[B","1","0","4","3","0","142","39","750.5271150784394","16.0","12008.43384125503","0.25017570502614644","0","0","0","84","58","byte[]","getLocalFileDataLength getMode getLinkedFile getUserId getGroupId","getValue arraycopy reset update getBytes","","","public","14"
"org/zeroturnaround/zip/extra/AsiExtraField.getCentralDirectoryData:()[B","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","getLocalFileDataData","","","","public","1"
"org/zeroturnaround/zip/extra/AsiExtraField.setUserId:(I)V","1","1","1","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","","","","public","2"
"org/zeroturnaround/zip/extra/AsiExtraField.getUserId:()I","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/zeroturnaround/zip/extra/AsiExtraField.setGroupId:(I)V","1","1","1","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","","","","public","2"
"org/zeroturnaround/zip/extra/AsiExtraField.getGroupId:()I","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/zeroturnaround/zip/extra/AsiExtraField.setLinkedFile:(Ljava/lang/String;)V","1","1","1","1","0","19","10","63.11663380285989","2.0","126.23326760571977","0.021038877934286628","0","0","0","10","9","String","getMode","","","","public","3"
"org/zeroturnaround/zip/extra/AsiExtraField.getLinkedFile:()Ljava/lang/String;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/zeroturnaround/zip/extra/AsiExtraField.isLink:()Z","2","0","0","0","0","11","10","36.541209043760986","3.0","109.62362713128296","0.012180403014586996","0","0","0","8","3","","getLinkedFile","length","","","public","1"
"org/zeroturnaround/zip/extra/AsiExtraField.setMode:(I)V","1","1","1","0","0","11","9","34.86917501586544","2.0","69.73835003173087","0.011623058338621813","0","0","0","6","5","","getMode","","","","public","2"
"org/zeroturnaround/zip/extra/AsiExtraField.getMode:()I","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/zeroturnaround/zip/extra/AsiExtraField.setDirectory:(Z)V","1","1","1","0","0","19","11","65.72920075410866","3.0","197.18760226232598","0.021909733584702887","0","0","0","10","9","","getMode","","","","public","3"
"org/zeroturnaround/zip/extra/AsiExtraField.isDirectory:()Z","3","0","0","0","0","14","12","50.18947501009619","4.0","200.75790004038475","0.016729825003365395","0","0","0","10","4","","isLink","","","","public","1"
"org/zeroturnaround/zip/extra/AsiExtraField.parseFromLocalFileData:([BII)V","3","3","8","3","0","180","66","1087.9909414845215","30.0","32639.728244535647","0.3626636471615072","0","3","0","102","78","byte[]","setMode setDirectory","getValue toHexString arraycopy reset update toString <init> append","ZipException","ZipException","public","21"
"org/zeroturnaround/zip/extra/AsiExtraField.getMode:(I)I","3","1","2","0","0","30","19","127.43782540330756","5.0","637.1891270165378","0.042479275134435855","0","0","0","17","13","","isLink isDirectory","","","","protected","6"
"org/zeroturnaround/zip/extra/AsiExtraField.clone:()Ljava/lang/Object;","0","0","2","2","0","30","18","125.09775004326937","4.0","500.3910001730775","0.04169925001442312","0","3","0","17","13","CloneNotSupportedException AsiExtraField","","clone <init>","","RuntimeException","public","5"
"org/zeroturnaround/zip/extra/AsiExtraField.<clinit>:()V","1","0","0","0","0","10","10","33.219280948873624","3.0","99.65784284662087","0.01107309364962454","0","1","0","6","4","","","<init>","","","static","1"
"org/zeroturnaround/zip/extra/ExtraFieldUtils.<init>:()V","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","<init>","","","public","1"
"org/zeroturnaround/zip/extra/ExtraFieldUtils.register:(Ljava/lang/Class;)V","0","1","5","5","0","87","29","422.6443465760988","12.0","5071.732158913186","0.1408814488586996","0","7","0","48","39","ZipExtraField IllegalAccessException Class ClassCastException InstantiationException","","newInstance toString <init> getHeaderId put append","","RuntimeException","public static","10"
